t,value,label
156,47.00000000,0
157,48.00000000,0
158,16.00000000,1
159,2.00000000,0
160,0.00000000,0
161,8.00000000,0
162,0.00000000,0
163,0.00000000,0
164,0.00000000,0
165,0.00000000,0
166,0.00000000,0
167,0.00000000,0
168,5.00000000,0
169,0.00000000,0
170,0.00000000,0
171,0.00000000,0
172,0.00000000,0
173,0.00000000,0
174,0.00000000,0
175,0.00000000,0
176,0.00000000,0
177,0.00000000,0
178,6.00000000,0
179,0.00000000,0
180,0.00000000,0
181,0.00000000,0
182,1.00000000,0
183,0.00000000,0
184,1.00000000,0
185,4.00000000,0
186,0.00000000,0
187,0.00000000,0
188,0.00000000,0
189,0.00000000,0
190,0.00000000,0
191,0.00000000,0
192,0.00000000,0
193,0.00000000,0
194,0.00000000,0
195,0.00000000,0
196,1.00000000,0
197,0.00000000,0
198,0.00000000,0
199,0.00000000,0
200,0.00000000,0
201,0.00000000,0
202,0.00000000,0
203,0.00000000,0
204,0.00000000,0
205,1.00000000,1
206,0.00000000,0
207,0.00000000,0
208,8.00000000,0
209,0.00000000,0
210,0.00000000,0
211,0.00000000,0
212,0.00000000,0
213,0.00000000,0
214,5.00000000,0
215,4.00000000,0
216,2.00000000,0
217,0.00000000,0
218,0.00000000,0
219,0.00000000,0
220,0.00000000,0
221,0.00000000,0
222,0.00000000,0
223,1.00000000,1
224,0.00000000,0
225,0.00000000,0
226,1.00000000,1
227,0.00000000,0
228,0.00000000,0
229,0.00000000,0
230,0.00000000,0
231,0.00000000,0
232,0.00000000,0
233,0.00000000,0
234,0.00000000,0
235,2.00000000,1
236,0.00000000,0
237,0.00000000,0
238,0.00000000,0
239,2.00000000,0
240,0.00000000,0
241,0.00000000,0
242,0.00000000,0
243,0.00000000,0
244,1.00000000,1
245,0.00000000,0
246,2.00000000,1
247,0.00000000,0
248,1.00000000,0
249,1.00000000,0
250,0.00000000,0
251,0.00000000,0
252,0.00000000,0
253,0.00000000,0
254,0.00000000,0
255,0.00000000,0
256,0.00000000,0
257,0.00000000,0
258,0.00000000,0
259,0.00000000,0
260,5.00000000,1
261,0.00000000,0
262,2.00000000,0
263,0.00000000,0
264,0.00000000,0
265,0.00000000,0
266,3.00000000,0
267,1.00000000,1
268,0.00000000,0
269,0.00000000,0
270,0.00000000,0
271,0.00000000,0
272,0.00000000,0
273,28.00000000,0
274,6.00000000,0
275,1.00000000,0
276,0.00000000,0
277,0.00000000,0
278,8.00000000,1
279,0.00000000,0
280,0.00000000,0
281,0.00000000,0
282,0.00000000,0
283,1.00000000,0
284,1.00000000,1
285,1.00000000,0
286,0.00000000,0
287,0.00000000,0
288,0.00000000,0
289,0.00000000,0
290,0.00000000,0
291,0.00000000,0
292,0.00000000,0
293,0.00000000,0
294,2.00000000,0
295,0.00000000,0
296,0.00000000,0
297,0.00000000,0
298,0.00000000,0
299,0.00000000,0
300,0.00000000,0
301,0.00000000,0
302,0.00000000,0
303,0.00000000,0
304,0.00000000,0
305,0.00000000,0
306,0.00000000,0
307,0.00000000,0
308,0.00000000,0
309,0.00000000,0
310,1.00000000,1
311,0.00000000,0
312,0.00000000,0
313,0.00000000,0
314,0.00000000,0
315,16.00000000,0
316,8.00000000,0
317,16.00000000,0
318,1.00000000,1
319,0.00000000,0
320,0.00000000,0
321,0.00000000,0
322,0.00000000,0
323,1.00000000,1
324,2.00000000,0
325,1.00000000,0
326,0.00000000,0
327,7.00000000,0
328,14.00000000,0
329,8.00000000,0
330,0.00000000,0
331,4.00000000,0
332,3.00000000,0
333,0.00000000,0
334,0.00000000,0
335,4.00000000,1
336,2.00000000,1
337,0.00000000,0
338,0.00000000,0
339,1.00000000,1
340,1.00000000,0
341,0.00000000,0
342,0.00000000,0
343,0.00000000,0
344,0.00000000,0
345,0.00000000,0
346,0.00000000,0
347,2.00000000,1
348,0.00000000,0
349,0.00000000,0
350,0.00000000,0
351,0.00000000,0
352,0.00000000,0
353,0.00000000,0
354,0.00000000,0
355,1.00000000,1
356,0.00000000,0
357,0.00000000,0
358,0.00000000,0
359,0.00000000,0
360,0.00000000,0
361,0.00000000,0
362,1.00000000,0
363,0.00000000,0
364,0.00000000,0
365,0.00000000,0
366,0.00000000,0
367,1.00000000,0
368,0.00000000,0
369,0.00000000,0
370,0.00000000,0
371,1.00000000,0
372,0.00000000,0
373,0.00000000,0
374,0.00000000,0
375,0.00000000,0
376,0.00000000,0
377,0.00000000,0
378,0.00000000,0
379,4.00000000,0
380,0.00000000,0
381,0.00000000,0
382,0.00000000,0
383,1.00000000,1
384,1.00000000,1
385,0.00000000,0
386,2.00000000,0
387,0.00000000,0
388,0.00000000,0
389,0.00000000,0
390,0.00000000,0
391,0.00000000,0
392,0.00000000,0
393,1.00000000,1
394,0.00000000,0
395,0.00000000,0
396,0.00000000,0
397,2.00000000,1
398,4.00000000,0
399,0.00000000,0
400,0.00000000,0
401,0.00000000,0
402,0.00000000,0
403,0.00000000,0
404,0.00000000,0
405,0.00000000,0
406,1.00000000,1
407,0.00000000,0
408,0.00000000,0
409,3.00000000,0
410,0.00000000,0
411,3.00000000,0
412,0.00000000,0
413,0.00000000,0
414,0.00000000,0
415,0.00000000,0
416,0.00000000,0
417,0.00000000,0
418,0.00000000,0
419,0.00000000,0
420,2.00000000,1
421,1.00000000,1
422,0.00000000,0
423,0.00000000,0
424,8.00000000,0
425,73.00000000,0
426,14.00000000,0
427,42.00000000,0
428,0.00000000,0
429,0.00000000,0
430,0.00000000,0
431,10.00000000,0
432,0.00000000,0
433,0.00000000,0
434,0.00000000,0
435,0.00000000,0
436,1.00000000,1
437,0.00000000,0
438,0.00000000,0
439,0.00000000,0
440,0.00000000,0
441,0.00000000,0
442,0.00000000,0
443,0.00000000,0
444,1.00000000,0
445,2.00000000,0
446,0.00000000,0
447,0.00000000,0
448,0.00000000,0
449,0.00000000,0
450,0.00000000,0
451,0.00000000,0
452,0.00000000,0
453,0.00000000,0
454,0.00000000,0
455,1.00000000,0
456,0.00000000,0
457,0.00000000,0
458,0.00000000,0
459,0.00000000,0
460,0.00000000,0
461,0.00000000,0
462,0.00000000,0
463,0.00000000,0
464,0.00000000,0
465,0.00000000,0
466,0.00000000,0
467,0.00000000,0
468,3.00000000,0
469,0.00000000,0
470,0.00000000,0
471,0.00000000,0
472,0.00000000,0
473,1.00000000,0
474,1.00000000,1
475,0.00000000,0
476,0.00000000,0
477,0.00000000,0
478,0.00000000,0
479,0.00000000,0
480,0.00000000,0
481,2.00000000,1
482,0.00000000,0
483,0.00000000,0
484,0.00000000,0
485,0.00000000,0
486,0.00000000,0
487,0.00000000,0
488,0.00000000,0
489,1.00000000,1
490,0.00000000,0
491,1.00000000,1
492,1.00000000,1
493,0.00000000,0
494,2.00000000,0
495,0.00000000,0
496,0.00000000,0
497,0.00000000,0
498,2.00000000,1
499,0.00000000,0
500,0.00000000,0
501,0.00000000,0
502,0.00000000,0
503,0.00000000,0
504,0.00000000,0
505,1.00000000,1
506,0.00000000,0
507,0.00000000,0
508,0.00000000,0
509,0.00000000,0
510,0.00000000,0
511,1.00000000,1
512,0.00000000,0
513,0.00000000,0
514,0.00000000,0
515,0.00000000,0
516,0.00000000,0
517,0.00000000,0
518,0.00000000,0
519,0.00000000,0
520,0.00000000,0
521,0.00000000,0
522,0.00000000,0
523,0.00000000,0
524,0.00000000,0
525,0.00000000,0
526,2.00000000,1
527,2.00000000,1
528,1.00000000,0
529,1.00000000,0
530,1.00000000,1
531,0.00000000,0
532,0.00000000,0
533,0.00000000,0
534,1.00000000,1
535,1.00000000,0
536,0.00000000,0
537,0.00000000,0
538,0.00000000,0
539,0.00000000,0
540,2.00000000,0
541,0.00000000,0
542,3.00000000,0
543,0.00000000,0
544,0.00000000,0
545,0.00000000,0
546,0.00000000,0
547,3.00000000,0
548,0.00000000,0
549,14.00000000,1
550,12.00000000,0
551,35.00000000,0
552,33.00000000,1
553,0.00000000,0
554,6.00000000,1
555,6.00000000,0
556,6.00000000,0
557,15.00000000,0
558,0.00000000,0
559,0.00000000,0
560,3.00000000,0
561,0.00000000,0
562,4.00000000,0
563,0.00000000,0
564,0.00000000,0
565,0.00000000,0
566,0.00000000,0
567,0.00000000,0
568,0.00000000,0
569,1.00000000,1
570,0.00000000,0
571,1.00000000,1
572,0.00000000,0
573,0.00000000,0
574,0.00000000,0
575,0.00000000,0
576,0.00000000,0
577,0.00000000,0
578,0.00000000,0
579,0.00000000,0
580,2.00000000,1
581,0.00000000,0
582,0.00000000,0
583,0.00000000,0
584,0.00000000,0
585,0.00000000,0
586,0.00000000,0
587,0.00000000,0
588,0.00000000,0
589,0.00000000,0
590,0.00000000,0
591,0.00000000,0
592,0.00000000,0
593,0.00000000,0
594,0.00000000,0
595,5.00000000,0
596,12.00000000,0
597,12.00000000,0
598,8.00000000,0
599,0.00000000,0
600,0.00000000,0
601,0.00000000,0
602,1.00000000,1
603,0.00000000,0
604,0.00000000,0
605,0.00000000,0
606,0.00000000,0
607,0.00000000,0
608,0.00000000,0
609,1.00000000,1
610,0.00000000,0
611,0.00000000,0
612,0.00000000,0
613,0.00000000,0
614,0.00000000,0
615,0.00000000,0
616,1.00000000,1
617,1.00000000,0
618,1.00000000,0
619,0.00000000,0
620,0.00000000,0
621,0.00000000,0
622,0.00000000,0
623,0.00000000,0
624,1.00000000,0
625,0.00000000,0
626,0.00000000,0
627,0.00000000,0
628,0.00000000,0
629,0.00000000,0
630,0.00000000,0
631,0.00000000,0
632,0.00000000,0
633,0.00000000,0
634,0.00000000,0
635,0.00000000,0
636,0.00000000,0
637,0.00000000,0
638,0.00000000,0
639,0.00000000,0
640,1.00000000,0
641,0.00000000,0
642,1.00000000,1
643,0.00000000,0
644,0.00000000,0
645,3.00000000,0
646,0.00000000,0
647,0.00000000,0
648,5.00000000,0
649,4.00000000,0
650,0.00000000,0
651,0.00000000,0
652,0.00000000,0
653,1.00000000,1
654,0.00000000,0
655,0.00000000,0
656,0.00000000,0
657,0.00000000,0
658,0.00000000,0
659,0.00000000,0
660,0.00000000,0
661,5.00000000,1
662,1.00000000,0
663,0.00000000,0
664,0.00000000,0
665,1.00000000,0
666,2.00000000,0
667,8.00000000,0
668,0.00000000,0
669,0.00000000,0
670,0.00000000,0
671,0.00000000,0
672,0.00000000,0
673,0.00000000,0
674,0.00000000,0
675,0.00000000,0
676,0.00000000,0
677,0.00000000,0
678,0.00000000,0
679,0.00000000,0
680,0.00000000,0
681,1.00000000,1
682,0.00000000,0
683,0.00000000,0
684,0.00000000,0
685,0.00000000,0
686,0.00000000,0
687,0.00000000,0
688,0.00000000,0
689,0.00000000,0
690,0.00000000,0
691,0.00000000,0
692,1.00000000,1
693,0.00000000,0
694,13.00000000,0
695,14.00000000,0
696,32.00000000,0
697,19.00000000,0
698,0.00000000,0
699,0.00000000,0
700,2.00000000,0
701,0.00000000,0
702,3.00000000,0
703,0.00000000,0
704,0.00000000,0
705,0.00000000,0
706,0.00000000,0
707,6.00000000,1
708,1.00000000,0
709,2.00000000,0
710,0.00000000,0
711,0.00000000,0
712,0.00000000,0
713,0.00000000,0
714,0.00000000,0
715,0.00000000,0
716,0.00000000,0
717,0.00000000,0
718,0.00000000,0
719,0.00000000,0
720,0.00000000,0
721,12.00000000,0
722,28.00000000,0
723,4.00000000,0
724,0.00000000,0
725,0.00000000,0
726,0.00000000,0
727,0.00000000,0
728,0.00000000,0
729,0.00000000,0
730,3.00000000,0
731,0.00000000,0
732,3.00000000,1
733,0.00000000,0
734,0.00000000,0
735,0.00000000,0
736,0.00000000,0
737,0.00000000,0
738,0.00000000,0
739,0.00000000,0
740,0.00000000,0
741,1.00000000,0
742,1.00000000,0
743,0.00000000,0
744,0.00000000,0
745,0.00000000,0
746,0.00000000,0
747,1.00000000,1
748,0.00000000,0
749,0.00000000,0
750,0.00000000,0
751,0.00000000,0
752,0.00000000,0
753,1.00000000,1
754,1.00000000,0
755,2.00000000,1
756,0.00000000,0
757,0.00000000,0
758,0.00000000,0
759,0.00000000,0
760,0.00000000,0
761,0.00000000,0
762,0.00000000,0
763,1.00000000,1
764,0.00000000,0
765,2.00000000,1
766,1.00000000,1
767,0.00000000,0
768,1.00000000,1
769,2.00000000,0
770,0.00000000,0
771,0.00000000,0
772,0.00000000,0
773,0.00000000,0
774,0.00000000,0
775,0.00000000,0
776,1.00000000,1
777,0.00000000,0
778,1.00000000,0
779,0.00000000,0
780,0.00000000,0
781,0.00000000,0
782,0.00000000,0
783,1.00000000,1
784,0.00000000,0
785,0.00000000,0
786,0.00000000,0
787,0.00000000,0
788,0.00000000,0
789,0.00000000,0
790,0.00000000,0
791,0.00000000,0
792,0.00000000,0
793,0.00000000,0
794,0.00000000,0
795,0.00000000,0
796,0.00000000,0
797,0.00000000,0
798,1.00000000,0
799,0.00000000,0
800,0.00000000,0
801,0.00000000,0
802,0.00000000,0
803,2.00000000,1
804,0.00000000,0
805,0.00000000,0
806,1.00000000,0
807,0.00000000,0
808,1.00000000,1
809,0.00000000,0
810,0.00000000,0
811,2.00000000,0
812,2.00000000,0
813,0.00000000,0
814,0.00000000,0
815,0.00000000,0
816,4.00000000,0
817,3.00000000,0
818,1.00000000,1
819,0.00000000,0
820,0.00000000,0
821,0.00000000,0
822,0.00000000,0
823,1.00000000,1
824,5.00000000,1
825,1.00000000,0
826,0.00000000,0
827,2.00000000,1
828,3.00000000,0
829,0.00000000,0
830,2.00000000,1
831,0.00000000,0
832,0.00000000,0
833,0.00000000,0
834,0.00000000,0
835,0.00000000,0
836,0.00000000,0
837,1.00000000,1
838,0.00000000,0
839,0.00000000,0
840,0.00000000,0
841,0.00000000,0
842,0.00000000,0
843,0.00000000,0
844,0.00000000,0
845,0.00000000,0
846,0.00000000,0
847,0.00000000,0
848,0.00000000,0
849,0.00000000,0
850,1.00000000,0
851,0.00000000,0
852,0.00000000,0
853,0.00000000,0
854,1.00000000,1
855,0.00000000,0
856,0.00000000,0
857,0.00000000,0
858,0.00000000,0
859,0.00000000,0
860,0.00000000,0
861,0.00000000,0
862,0.00000000,0
863,0.00000000,0
864,0.00000000,0
865,13.00000000,0
866,3.00000000,1
867,9.00000000,0
868,6.00000000,0
869,0.00000000,0
870,1.00000000,1
871,0.00000000,0
872,0.00000000,0
873,0.00000000,0
874,0.00000000,0
875,0.00000000,0
876,0.00000000,0
877,0.00000000,0
878,0.00000000,0
879,0.00000000,0
880,0.00000000,0
881,0.00000000,0
882,0.00000000,0
883,1.00000000,1
884,0.00000000,0
885,0.00000000,0
886,0.00000000,0
887,0.00000000,0
888,0.00000000,0
889,0.00000000,0
890,0.00000000,0
891,0.00000000,0
892,0.00000000,0
893,0.00000000,0
894,0.00000000,0
895,0.00000000,0
896,0.00000000,0
897,0.00000000,0
898,0.00000000,0
899,0.00000000,0
900,0.00000000,0
901,0.00000000,0
902,0.00000000,0
903,0.00000000,0
904,1.00000000,0
905,0.00000000,0
906,0.00000000,0
907,0.00000000,0
908,0.00000000,0
909,1.00000000,0
910,0.00000000,0
911,0.00000000,0
912,0.00000000,0
913,0.00000000,0
914,0.00000000,0
915,1.00000000,1
916,1.00000000,1
917,0.00000000,0
918,0.00000000,0
919,0.00000000,0
920,0.00000000,0
921,4.00000000,1
922,1.00000000,1
923,0.00000000,0
924,0.00000000,0
925,0.00000000,0
926,0.00000000,0
927,0.00000000,0
928,1.00000000,1
929,0.00000000,0
930,0.00000000,0
931,0.00000000,0
932,0.00000000,0
933,0.00000000,0
934,0.00000000,0
935,1.00000000,0
936,0.00000000,0
937,0.00000000,0
938,1.00000000,1
939,4.00000000,0
940,3.00000000,0
941,0.00000000,0
942,7.00000000,0
943,0.00000000,0
944,0.00000000,0
945,0.00000000,0
946,0.00000000,0
947,3.00000000,1
948,0.00000000,0
949,2.00000000,0
950,1.00000000,0
951,0.00000000,0
952,0.00000000,0
953,0.00000000,0
954,24.00000000,0
955,46.00000000,0
956,3.00000000,0
957,2.00000000,0
958,4.00000000,0
959,0.00000000,0
960,10.00000000,0
961,0.00000000,0
962,4.00000000,1
963,1.00000000,1
964,15.00000000,0
965,31.00000000,0
966,18.00000000,0
967,20.00000000,0
968,0.00000000,0
969,2.00000000,0
970,14.00000000,0
971,0.00000000,0
972,0.00000000,0
973,0.00000000,0
974,0.00000000,0
975,0.00000000,0
976,0.00000000,0
977,0.00000000,0
978,0.00000000,0
979,0.00000000,0
980,2.00000000,0
981,0.00000000,0
982,0.00000000,0
983,0.00000000,0
984,0.00000000,0
985,0.00000000,0
986,0.00000000,0
987,0.00000000,0
988,4.00000000,0
989,1.00000000,0
990,0.00000000,0
991,1.00000000,0
992,0.00000000,0
993,0.00000000,0
994,0.00000000,0
995,0.00000000,0
996,0.00000000,0
997,0.00000000,0
998,0.00000000,0
999,0.00000000,0
1000,3.00000000,0
1001,0.00000000,0
1002,0.00000000,0
1003,0.00000000,0
1004,0.00000000,0
1005,0.00000000,0
1006,0.00000000,0
1007,0.00000000,0
1008,0.00000000,0
1009,1.00000000,1
1010,0.00000000,0
1011,0.00000000,0
1012,1.00000000,1
1013,0.00000000,0
1014,1.00000000,1
1015,0.00000000,0
1016,0.00000000,0
1017,0.00000000,0
1018,0.00000000,0
1019,3.00000000,1
1020,0.00000000,0
1021,2.00000000,0
1022,0.00000000,0
1023,2.00000000,1
1024,0.00000000,0
1025,0.00000000,0
1026,0.00000000,0
1027,0.00000000,0
1028,0.00000000,0
1029,1.00000000,1
1030,0.00000000,0
1031,0.00000000,0
1032,0.00000000,0
1033,0.00000000,0
1034,0.00000000,0
1035,0.00000000,0
1036,0.00000000,0
1037,1.00000000,1
1038,0.00000000,0
1039,0.00000000,0
1040,0.00000000,0
1041,0.00000000,0
1042,1.00000000,1
1043,0.00000000,0
1044,0.00000000,0
1045,0.00000000,0
1046,1.00000000,1
1047,0.00000000,0
1048,0.00000000,0
1049,0.00000000,0
1050,0.00000000,0
1051,0.00000000,0
1052,0.00000000,0
1053,0.00000000,0
1054,0.00000000,0
1055,0.00000000,0
1056,1.00000000,0
1057,0.00000000,0
1058,0.00000000,0
1059,0.00000000,0
1060,0.00000000,0
1061,1.00000000,0
1062,0.00000000,0
1063,0.00000000,0
1064,1.00000000,1
1065,1.00000000,1
1066,0.00000000,0
1067,1.00000000,1
1068,0.00000000,0
1069,0.00000000,0
1070,0.00000000,0
1071,0.00000000,0
1072,0.00000000,0
1073,0.00000000,0
1074,1.00000000,1
1075,1.00000000,1
1076,0.00000000,0
1077,0.00000000,0
1078,0.00000000,0
1079,3.00000000,1
1080,0.00000000,0
1081,0.00000000,0
1082,0.00000000,0
1083,0.00000000,0
1084,1.00000000,1
1085,1.00000000,1
1086,0.00000000,0
1087,0.00000000,0
1088,0.00000000,0
1089,4.00000000,0
1090,10.00000000,0
1091,40.00000000,0
1092,0.00000000,0
1093,0.00000000,0
1094,2.00000000,0
1095,0.00000000,0
1096,3.00000000,0
1097,0.00000000,0
1098,0.00000000,0
1099,0.00000000,0
1100,1.00000000,1
1101,4.00000000,0
1102,0.00000000,0
1103,0.00000000,0
1104,2.00000000,0
1105,0.00000000,0
1106,0.00000000,0
1107,0.00000000,0
1108,0.00000000,0
1109,0.00000000,0
1110,4.00000000,0
1111,0.00000000,0
1112,2.00000000,1
1113,1.00000000,0
1114,1.00000000,1
1115,1.00000000,0
1116,0.00000000,0
1117,0.00000000,0
1118,0.00000000,0
1119,0.00000000,0
1120,0.00000000,0
1121,3.00000000,0
1122,0.00000000,0
1123,0.00000000,0
1124,0.00000000,0
1125,36.00000000,0
1126,16.00000000,0
1127,0.00000000,0
1128,0.00000000,0
1129,0.00000000,0
1130,0.00000000,0
1131,0.00000000,0
1132,0.00000000,0
1133,0.00000000,0
1134,2.00000000,1
1135,0.00000000,0
1136,0.00000000,0
1137,6.00000000,0
1138,4.00000000,0
1139,2.00000000,0
1140,0.00000000,0
1141,0.00000000,0
1142,0.00000000,0
1143,0.00000000,0
1144,0.00000000,0
1145,0.00000000,0
1146,0.00000000,0
1147,0.00000000,0
1148,0.00000000,0
1149,0.00000000,0
1150,0.00000000,0
1151,4.00000000,1
1152,0.00000000,0
1153,0.00000000,0
1154,0.00000000,0
1155,1.00000000,1
1156,0.00000000,0
1157,0.00000000,0
1158,0.00000000,0
1159,0.00000000,0
1160,0.00000000,0
1161,0.00000000,0
1162,0.00000000,0
1163,3.00000000,0
1164,0.00000000,0
1165,0.00000000,0
1166,1.00000000,1
1167,0.00000000,0
1168,0.00000000,0
1169,0.00000000,0
1170,0.00000000,0
1171,0.00000000,0
1172,0.00000000,0
1173,0.00000000,0
1174,0.00000000,0
1175,0.00000000,0
1176,0.00000000,0
1177,0.00000000,0
1178,0.00000000,0
1179,0.00000000,0
1180,0.00000000,0
1181,0.00000000,0
1182,1.00000000,1
1183,0.00000000,0
1184,0.00000000,0
1185,15.00000000,0
1186,40.00000000,0
1187,47.00000000,0
1188,24.00000000,0
1189,2.00000000,0
1190,0.00000000,0
1191,2.00000000,0
1192,11.00000000,0
1193,0.00000000,0
1194,0.00000000,0
1195,4.00000000,0
1196,0.00000000,0
1197,4.00000000,0
1198,0.00000000,0
1199,2.00000000,0
1200,0.00000000,0
1201,2.00000000,1
1202,1.00000000,1
1203,0.00000000,0
1204,1.00000000,1
1205,0.00000000,0
1206,1.00000000,1
1207,8.00000000,0
1208,0.00000000,0
1209,0.00000000,0
1210,1.00000000,1
1211,6.00000000,0
1212,0.00000000,0
1213,9.00000000,1
1214,16.00000000,0
1215,50.00000000,0
1216,3.00000000,0
1217,0.00000000,0
1218,0.00000000,0
1219,6.00000000,0
1220,3.00000000,0
1221,6.00000000,0
1222,1.00000000,1
1223,2.00000000,0
1224,1.00000000,1
1225,0.00000000,0
1226,0.00000000,0
1227,0.00000000,0
1228,0.00000000,0
1229,2.00000000,0
1230,0.00000000,0
1231,8.00000000,0
1232,0.00000000,0
1233,0.00000000,0
1234,0.00000000,0
1235,2.00000000,0
1236,4.00000000,0
1237,0.00000000,0
1238,1.00000000,1
1239,0.00000000,0
1240,2.00000000,1
1241,1.00000000,0
1242,0.00000000,0
1243,0.00000000,0
1244,2.00000000,1
1245,1.00000000,1
1246,2.00000000,0
1247,0.00000000,0
1248,0.00000000,0
1249,0.00000000,0
1250,0.00000000,0
1251,0.00000000,0
1252,0.00000000,0
1253,0.00000000,0
1254,0.00000000,0
1255,0.00000000,0
1256,0.00000000,0
1257,0.00000000,0
1258,0.00000000,0
1259,0.00000000,0
1260,0.00000000,0
1261,0.00000000,0
1262,0.00000000,0
1263,0.00000000,0
1264,1.00000000,1
1265,0.00000000,0
1266,0.00000000,0
1267,0.00000000,0
1268,1.00000000,0
1269,0.00000000,0
1270,1.00000000,1
1271,1.00000000,1
1272,0.00000000,0
1273,0.00000000,0
1274,0.00000000,0
1275,2.00000000,1
1276,5.00000000,1
1277,0.00000000,0
1278,0.00000000,0
1279,0.00000000,0
1280,0.00000000,0
1281,0.00000000,0
1282,0.00000000,0
1283,0.00000000,0
1284,0.00000000,0
1285,0.00000000,0
1286,0.00000000,0
1287,0.00000000,0
1288,0.00000000,0
1289,0.00000000,0
1290,0.00000000,0
1291,0.00000000,0
1292,0.00000000,0
1293,0.00000000,0
1294,0.00000000,0
1295,2.00000000,1
1296,0.00000000,0
1297,0.00000000,0
1298,0.00000000,0
1299,0.00000000,0
1300,1.00000000,1
1301,1.00000000,1
1302,0.00000000,0
1303,0.00000000,0
1304,0.00000000,0
1305,0.00000000,0
1306,0.00000000,0
1307,1.00000000,0
1308,0.00000000,0
1309,0.00000000,0
1310,0.00000000,0
1311,0.00000000,0
1312,0.00000000,0
1313,0.00000000,0
1314,0.00000000,0
1315,1.00000000,1
1316,0.00000000,0
1317,0.00000000,0
1318,0.00000000,0
1319,2.00000000,1
1320,2.00000000,1
1321,0.00000000,0
1322,0.00000000,0
1323,1.00000000,1
1324,0.00000000,0
1325,0.00000000,0
1326,0.00000000,0
1327,0.00000000,0
1328,0.00000000,0
1329,0.00000000,0
1330,0.00000000,0
1331,1.00000000,0
1332,0.00000000,0
1333,0.00000000,0
1334,0.00000000,0
1335,0.00000000,0
1336,3.00000000,0
1337,5.00000000,0
1338,16.00000000,0
1339,19.00000000,0
1340,0.00000000,0
1341,0.00000000,0
1342,3.00000000,0
1343,0.00000000,0
1344,0.00000000,0
1345,0.00000000,0
1346,0.00000000,0
1347,0.00000000,0
1348,1.00000000,0
1349,1.00000000,1
1350,0.00000000,0
1351,0.00000000,0
1352,1.00000000,0
1353,2.00000000,0
1354,0.00000000,0
1355,0.00000000,0
1356,2.00000000,1
1357,0.00000000,0
1358,1.00000000,1
1359,0.00000000,0
1360,1.00000000,0
1361,0.00000000,0
