t,value,label,rolling_avg,avg_score,db4_detail,db4_score,avg_alert,db4_alert
57,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
58,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
59,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
60,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
61,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
62,1.00000000,0,0.12500000,-0.67449076,0.48296291,0.05217204,0,0
63,0.00000000,0,0.12500000,-0.67449076,0.83651630,0.58412613,0,0
64,0.00000000,0,0.12500000,-0.67449076,0.22414387,-0.33724538,0,0
65,1.00000000,1,0.18750000,-0.61317342,0.61237244,0.24688075,0,0
66,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
67,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
68,0.00000000,0,0.12500000,-0.67449076,0.12940952,-0.47978205,0,0
69,1.00000000,1,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
70,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
71,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
72,0.00000000,0,0.18750000,-0.61317342,0.12940952,-0.47978205,0,0
73,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
74,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
75,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
76,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
77,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
78,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
79,2.00000000,1,0.25000000,-0.55185608,0.96592583,0.77883484,0,0
80,0.00000000,0,0.25000000,-0.55185608,1.67303261,1.84274302,0,0
81,0.00000000,0,0.18750000,-0.61317342,0.44828774,0.00000000,0,0
82,0.00000000,0,0.18750000,-0.61317342,0.25881905,-0.28507334,0,0
83,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
84,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
85,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
86,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
87,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
88,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
89,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
90,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
91,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
92,1.00000000,0,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
93,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
94,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
95,0.00000000,0,0.06250000,-0.73580810,0.12940952,-0.47978205,0,0
96,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
97,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
98,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
99,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
100,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
101,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
102,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
103,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
104,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
105,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
106,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
107,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
108,0.00000000,0,0.00000000,-0.79712544,0.00000000,-0.67449076,0,0
109,0.00000000,0,0.00000000,-0.79712544,0.00000000,-0.67449076,0,0
110,1.00000000,0,0.06250000,-0.73580810,0.48296291,0.05217204,0,0
111,0.00000000,0,0.06250000,-0.73580810,0.83651630,0.58412613,0,0
112,0.00000000,0,0.06250000,-0.73580810,0.22414387,-0.33724538,0,0
113,0.00000000,0,0.06250000,-0.73580810,0.12940952,-0.47978205,0,0
114,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
115,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
116,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
117,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
118,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
119,1.00000000,1,0.12500000,-0.67449076,0.48296291,0.05217204,0,0
120,0.00000000,0,0.12500000,-0.67449076,0.83651630,0.58412613,0,0
121,0.00000000,0,0.12500000,-0.67449076,0.22414387,-0.33724538,0,0
122,0.00000000,0,0.12500000,-0.67449076,0.12940952,-0.47978205,0,0
123,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
124,1.00000000,0,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
125,2.00000000,1,0.31250000,-0.49053873,0.12940952,-0.47978205,0,0
126,1.00000000,0,0.31250000,-0.49053873,0.96592583,0.77883484,0,0
127,0.00000000,0,0.31250000,-0.49053873,0.25881905,-0.28507334,0,0
128,0.00000000,0,0.31250000,-0.49053873,0.48296291,0.05217204,0,0
129,0.00000000,0,0.31250000,-0.49053873,0.12940952,-0.47978205,0,0
130,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
131,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
132,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
133,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
134,2.00000000,0,0.43750000,-0.36790405,0.96592583,0.77883484,0,0
135,2.00000000,0,0.50000000,-0.30658671,0.70710678,0.38941742,0,0
136,0.00000000,0,0.50000000,-0.30658671,1.22474487,1.16825226,0,0
137,0.00000000,0,0.50000000,-0.30658671,0.70710678,0.38941742,0,0
138,0.00000000,0,0.50000000,-0.30658671,0.25881905,-0.28507334,0,0
139,0.00000000,0,0.50000000,-0.30658671,0.00000000,-0.67449076,0,0
140,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
141,1.00000000,1,0.37500000,-0.42922139,0.48296291,0.05217204,0,0
142,0.00000000,0,0.31250000,-0.49053873,0.83651630,0.58412613,0,0
143,1.00000000,1,0.37500000,-0.42922139,0.70710678,0.38941742,0,0
144,56.00000000,0,3.87500000,3.00454975,26.33881635,38.95471793,0,1
145,13.00000000,0,4.68750000,3.80167519,40.34225127,60.02419338,0,1
146,28.00000000,0,6.43750000,5.51856076,15.32971575,22.39049806,1,1
147,1.00000000,0,6.50000000,5.57987810,12.77869004,18.55224167,1,1
148,0.00000000,0,6.50000000,5.57987810,7.12183579,10.04097622,1,1
149,4.00000000,0,6.75000000,5.82514747,5.77946215,8.02124973,1,1
150,0.00000000,0,6.62500000,5.70251278,3.21665569,4.16526810,1,1
151,0.00000000,0,6.50000000,5.57987810,0.89657547,0.67449076,1,0
152,1.00000000,1,6.56250000,5.64119544,1.00060100,0.83100688,1,0
153,1.00000000,1,6.62500000,5.70251278,0.35355339,-0.14253667,1,0
154,0.00000000,0,6.62500000,5.70251278,0.61237244,0.24688075,1,0
155,61.00000000,0,10.43750000,9.44287063,29.81429109,44.18389421,1,1
156,47.00000000,0,13.37500000,12.32478570,28.19882809,41.75327927,1,1
157,48.00000000,0,16.31250000,15.20670076,2.46127049,3.02872053,1,0
158,16.00000000,1,17.31250000,16.18777823,13.99663330,20.38475102,1,1
159,2.00000000,0,17.37500000,16.24909557,4.42281819,5.98005221,1,1
160,0.00000000,0,13.87500000,12.81532443,8.12492636,11.55021965,1,1
161,8.00000000,0,13.56250000,12.50873772,6.38254340,8.92864178,1,1
162,0.00000000,0,11.81250000,10.79185215,6.43331138,9.00502695,1,1
163,0.00000000,0,11.75000000,10.73053481,1.79315094,2.02347228,1,0
164,0.00000000,0,11.75000000,10.73053481,1.03527618,0.88317893,1,0
165,0.00000000,0,11.50000000,10.48526544,0.00000000,-0.67449076,1,0
166,0.00000000,0,11.50000000,10.48526544,0.00000000,-0.67449076,1,0
167,0.00000000,0,11.50000000,10.48526544,0.00000000,-0.67449076,1,0
168,5.00000000,0,11.75000000,10.73053481,2.41481457,2.95882325,1,0
169,0.00000000,0,11.68750000,10.66921747,4.18258152,5.61859370,1,1
170,0.00000000,0,11.68750000,10.66921747,1.12071934,1.01173614,1,0
171,0.00000000,0,7.87500000,6.92885962,0.64704761,0.29905279,1,0
172,0.00000000,0,4.93750000,4.04694456,0.00000000,-0.67449076,1,0
173,0.00000000,0,1.93750000,1.10371215,0.00000000,-0.67449076,0,0
174,0.00000000,0,0.93750000,0.12263468,0.00000000,-0.67449076,0,0
175,0.00000000,0,0.81250000,0.00000000,0.00000000,-0.67449076,0,0
176,0.00000000,0,0.81250000,0.00000000,0.00000000,-0.67449076,0,0
177,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
178,6.00000000,0,0.68750000,-0.12263468,2.89777748,3.68548605,0,0
179,0.00000000,0,0.68750000,-0.12263468,5.01909782,6.87721059,0,1
180,0.00000000,0,0.68750000,-0.12263468,1.34486321,1.34898152,0,0
181,0.00000000,0,0.68750000,-0.12263468,0.77645714,0.49376151,0,0
182,1.00000000,0,0.75000000,-0.06131734,0.48296291,0.05217204,0,0
183,0.00000000,0,0.75000000,-0.06131734,0.83651630,0.58412613,0,0
184,1.00000000,0,0.50000000,-0.30658671,0.70710678,0.38941742,0,0
185,4.00000000,0,0.75000000,-0.06131734,1.22474487,1.16825226,0,0
186,0.00000000,0,0.75000000,-0.06131734,3.12192135,4.02273143,0,1
187,0.00000000,0,0.75000000,-0.06131734,1.02598499,0.86919947,0,0
188,0.00000000,0,0.75000000,-0.06131734,0.51763809,0.10434408,0,0
189,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
190,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
191,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
192,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
193,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
194,0.00000000,0,0.37500000,-0.42922139,0.00000000,-0.67449076,0,0
195,0.00000000,0,0.37500000,-0.42922139,0.00000000,-0.67449076,0,0
196,1.00000000,0,0.43750000,-0.36790405,0.48296291,0.05217204,0,0
197,0.00000000,0,0.43750000,-0.36790405,0.83651630,0.58412613,0,0
198,0.00000000,0,0.37500000,-0.42922139,0.22414387,-0.33724538,0,0
199,0.00000000,0,0.37500000,-0.42922139,0.12940952,-0.47978205,0,0
200,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
201,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
202,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
203,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
204,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
205,1.00000000,1,0.12500000,-0.67449076,0.48296291,0.05217204,0,0
206,0.00000000,0,0.12500000,-0.67449076,0.83651630,0.58412613,0,0
207,0.00000000,0,0.12500000,-0.67449076,0.22414387,-0.33724538,0,0
208,8.00000000,0,0.62500000,-0.18395203,3.99311283,5.33352036,0,1
209,0.00000000,0,0.62500000,-0.18395203,6.69213043,9.39444437,0,1
210,0.00000000,0,0.62500000,-0.18395203,1.79315094,2.02347228,0,0
211,0.00000000,0,0.62500000,-0.18395203,1.03527618,0.88317893,0,0
212,0.00000000,0,0.56250000,-0.24526937,0.00000000,-0.67449076,0,0
213,0.00000000,0,0.56250000,-0.24526937,0.00000000,-0.67449076,0,0
214,5.00000000,0,0.87500000,0.06131734,2.41481457,2.95882325,0,0
215,4.00000000,0,1.12500000,0.30658671,2.25072987,2.71194249,0,0
216,2.00000000,0,1.25000000,0.42922139,1.25942005,1.22042431,0,0
217,0.00000000,0,1.25000000,0.42922139,0.12940952,-0.47978205,0,0
218,0.00000000,0,1.25000000,0.42922139,0.96592583,0.77883484,0,0
219,0.00000000,0,1.25000000,0.42922139,0.25881905,-0.28507334,0,0
220,0.00000000,0,1.25000000,0.42922139,0.00000000,-0.67449076,0,0
221,0.00000000,0,1.18750000,0.36790405,0.00000000,-0.67449076,0,0
222,0.00000000,0,1.18750000,0.36790405,0.00000000,-0.67449076,0,0
223,1.00000000,1,1.25000000,0.42922139,0.48296291,0.05217204,0,0
224,0.00000000,0,0.75000000,-0.06131734,0.83651630,0.58412613,0,0
225,0.00000000,0,0.75000000,-0.06131734,0.22414387,-0.33724538,0,0
226,1.00000000,1,0.81250000,0.00000000,0.61237244,0.24688075,0,0
227,0.00000000,0,0.81250000,0.00000000,0.83651630,0.58412613,0,0
228,0.00000000,0,0.81250000,0.00000000,0.22414387,-0.33724538,0,0
229,0.00000000,0,0.81250000,0.00000000,0.12940952,-0.47978205,0,0
230,0.00000000,0,0.50000000,-0.30658671,0.00000000,-0.67449076,0,0
231,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
232,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
233,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
234,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
235,2.00000000,1,0.25000000,-0.55185608,0.96592583,0.77883484,0,0
236,0.00000000,0,0.25000000,-0.55185608,1.67303261,1.84274302,0,0
237,0.00000000,0,0.25000000,-0.55185608,0.44828774,0.00000000,0,0
238,0.00000000,0,0.25000000,-0.55185608,0.25881905,-0.28507334,0,0
239,2.00000000,0,0.31250000,-0.49053873,0.96592583,0.77883484,0,0
240,0.00000000,0,0.31250000,-0.49053873,1.67303261,1.84274302,0,0
241,0.00000000,0,0.31250000,-0.49053873,0.44828774,0.00000000,0,0
242,0.00000000,0,0.25000000,-0.55185608,0.25881905,-0.28507334,0,0
243,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
244,1.00000000,1,0.31250000,-0.49053873,0.48296291,0.05217204,0,0
245,0.00000000,0,0.31250000,-0.49053873,0.83651630,0.58412613,0,0
246,2.00000000,1,0.43750000,-0.36790405,1.19006969,1.11608022,0,0
247,0.00000000,0,0.43750000,-0.36790405,1.54362308,1.64803431,0,0
248,1.00000000,0,0.50000000,-0.30658671,0.93125065,0.72666280,0,0
249,1.00000000,0,0.56250000,-0.24526937,0.09473435,-0.53195409,0,0
250,0.00000000,0,0.56250000,-0.24526937,0.61237244,0.24688075,0,0
251,0.00000000,0,0.43750000,-0.36790405,0.35355339,-0.14253667,0,0
252,0.00000000,0,0.43750000,-0.36790405,0.12940952,-0.47978205,0,0
253,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
254,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
255,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
256,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
257,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
258,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
259,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
260,5.00000000,1,0.56250000,-0.24526937,2.41481457,2.95882325,0,0
261,0.00000000,0,0.56250000,-0.24526937,4.18258152,5.61859370,0,1
262,2.00000000,0,0.56250000,-0.24526937,2.08664517,2.46506174,0,0
263,0.00000000,0,0.56250000,-0.24526937,1.02598499,0.86919947,0,0
264,0.00000000,0,0.50000000,-0.30658671,0.44828774,0.00000000,0,0
265,0.00000000,0,0.43750000,-0.36790405,0.25881905,-0.28507334,0,0
266,3.00000000,0,0.62500000,-0.18395203,1.44888874,1.50549764,0,0
267,1.00000000,1,0.68750000,-0.12263468,2.02658600,2.37469711,0,0
268,0.00000000,0,0.68750000,-0.12263468,0.16408470,-0.42761001,0,0
269,0.00000000,0,0.68750000,-0.12263468,0.61237244,0.24688075,0,0
270,0.00000000,0,0.68750000,-0.12263468,0.12940952,-0.47978205,0,0
271,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
272,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
273,28.00000000,0,2.43750000,1.59425089,13.52296157,19.67206768,0,1
274,6.00000000,0,2.81250000,1.96215494,20.52467903,30.20680540,0,1
275,1.00000000,0,2.87500000,2.02347228,1.73989340,1.94334132,0,0
276,0.00000000,0,2.56250000,1.71688557,4.13181354,5.54220853,0,1
277,0.00000000,0,2.56250000,1.71688557,1.00060100,0.83100688,0,0
278,8.00000000,1,2.93750000,2.08478962,3.99311283,5.33352036,0,1
279,0.00000000,0,2.93750000,2.08478962,6.69213043,9.39444437,0,1
280,0.00000000,0,2.93750000,2.08478962,1.79315094,2.02347228,0,0
281,0.00000000,0,2.93750000,2.08478962,1.03527618,0.88317893,0,0
282,0.00000000,0,2.75000000,1.90083759,0.00000000,-0.67449076,0,0
283,1.00000000,0,2.75000000,1.90083759,0.48296291,0.05217204,0,0
284,1.00000000,1,2.81250000,1.96215494,0.35355339,-0.14253667,0,0
285,1.00000000,0,2.87500000,2.02347228,0.12940952,-0.47978205,0,0
286,0.00000000,0,2.87500000,2.02347228,0.48296291,0.05217204,0,0
287,0.00000000,0,2.87500000,2.02347228,0.35355339,-0.14253667,0,0
288,0.00000000,0,2.87500000,2.02347228,0.12940952,-0.47978205,0,0
289,0.00000000,0,1.12500000,0.30658671,0.00000000,-0.67449076,0,0
290,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
291,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
292,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
293,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
294,2.00000000,0,0.31250000,-0.49053873,0.96592583,0.77883484,0,0
295,0.00000000,0,0.31250000,-0.49053873,1.67303261,1.84274302,0,0
296,0.00000000,0,0.31250000,-0.49053873,0.44828774,0.00000000,0,0
297,0.00000000,0,0.31250000,-0.49053873,0.25881905,-0.28507334,0,0
298,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
299,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
300,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
301,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
302,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
303,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
304,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
305,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
306,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
307,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
308,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
309,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
310,1.00000000,1,0.06250000,-0.73580810,0.48296291,0.05217204,0,0
311,0.00000000,0,0.06250000,-0.73580810,0.83651630,0.58412613,0,0
312,0.00000000,0,0.06250000,-0.73580810,0.22414387,-0.33724538,0,0
313,0.00000000,0,0.06250000,-0.73580810,0.12940952,-0.47978205,0,0
314,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
315,16.00000000,0,1.06250000,0.24526937,7.72740661,10.95211406,0,1
316,8.00000000,0,1.56250000,0.73580810,9.52055755,13.65007710,0,1
317,16.00000000,0,2.56250000,1.71688557,4.62157807,6.27910500,0,1
318,1.00000000,1,2.62500000,1.77820291,9.03759464,12.92341430,0,1
319,0.00000000,0,2.62500000,1.77820291,3.78506177,5.02048811,0,1
320,0.00000000,0,2.62500000,1.77820291,2.29469623,2.77809399,0,0
321,0.00000000,0,2.62500000,1.77820291,0.12940952,-0.47978205,0,0
322,0.00000000,0,2.62500000,1.77820291,0.00000000,-0.67449076,0,0
323,1.00000000,1,2.68750000,1.83952025,0.48296291,0.05217204,0,0
324,2.00000000,0,2.81250000,1.96215494,0.12940952,-0.47978205,0,0
325,1.00000000,0,2.87500000,2.02347228,0.96592583,0.77883484,0,0
326,0.00000000,0,2.81250000,1.96215494,0.25881905,-0.28507334,0,0
327,7.00000000,0,3.25000000,2.39137633,3.86370331,5.13881165,0,1
328,14.00000000,0,4.12500000,3.24981911,1.03527618,0.88317893,0,0
329,8.00000000,0,4.62500000,3.74035785,6.27851787,8.77212566,0,1
330,0.00000000,0,4.62500000,3.74035785,2.64824962,3.31004808,0,0
331,4.00000000,0,3.87500000,3.00454975,5.53673591,7.65604543,0,1
332,3.00000000,0,3.56250000,2.69796304,0.86190030,0.62231872,0,0
333,0.00000000,0,2.56250000,1.71688557,1.61297344,1.75237840,0,0
334,0.00000000,0,2.50000000,1.65556823,1.19006969,1.11608022,0,0
335,4.00000000,1,2.75000000,1.90083759,2.32008022,2.81628658,0,0
336,2.00000000,1,2.87500000,2.02347228,2.38013939,2.90665121,0,0
337,0.00000000,0,2.87500000,2.02347228,0.77645714,0.49376151,0,0
338,0.00000000,0,2.87500000,2.02347228,0.96592583,0.77883484,0,0
339,1.00000000,1,2.87500000,2.02347228,0.74178196,0.44158946,0,0
340,1.00000000,0,2.81250000,1.96215494,0.35355339,-0.14253667,0,0
341,0.00000000,0,2.75000000,1.90083759,0.61237244,0.24688075,0,0
342,0.00000000,0,2.75000000,1.90083759,0.35355339,-0.14253667,0,0
343,0.00000000,0,2.31250000,1.47161620,0.12940952,-0.47978205,0,0
344,0.00000000,0,1.43750000,0.61317342,0.00000000,-0.67449076,0,0
345,0.00000000,0,0.93750000,0.12263468,0.00000000,-0.67449076,0,0
346,0.00000000,0,0.93750000,0.12263468,0.00000000,-0.67449076,0,0
347,2.00000000,1,0.81250000,0.00000000,0.96592583,0.77883484,0,0
348,0.00000000,0,0.62500000,-0.18395203,1.67303261,1.84274302,0,0
349,0.00000000,0,0.62500000,-0.18395203,0.44828774,0.00000000,0,0
350,0.00000000,0,0.62500000,-0.18395203,0.25881905,-0.28507334,0,0
351,0.00000000,0,0.37500000,-0.42922139,0.00000000,-0.67449076,0,0
352,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
353,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
354,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
